algorithm,label,input_size,repeats,mean_time_s,std_dev_s,min_time_s,max_time_s
DP_JobScheduling,DP job scheduling,100,5,5.067999009042978e-05,1.2763893898256112e-05,4.139996599406004e-05,7.209996692836285e-05
DP_JobScheduling,DP job scheduling,1000,5,0.0005841599777340889,2.0831864332819744e-05,0.0005535000236704946,0.0006064999615773559
DP_JobScheduling,DP job scheduling,10000,5,0.008751919958740473,0.00048376675614511424,0.00816510000731796,0.009297599899582565
Greedy_MinPlatforms,Greedy min platforms,100,5,6.071999669075012e-05,1.0713183125107755e-05,5.2999937906861305e-05,7.910002022981644e-05
Greedy_MinPlatforms,Greedy min platforms,1000,5,0.0006219799863174558,7.796610486553537e-05,0.0005484999855980277,0.0007311999797821045
Greedy_MinPlatforms,Greedy min platforms,10000,5,0.0059503399766981605,0.00034941155936919657,0.005493099917657673,0.006275599938817322
